,year,sents
11119,1998-99,I hope these measures would inspire the film industry to make better and healthier films.
11120,1998-99,A controversy has arisen recently regarding the deductibility of payments by way of extortion money.
11121,1998-99,"To set the controversy at rest, I propose to explicitly 22 provide retrospectively since the inception of Incometax Act, 1961 that any money paid by way of extortion will not qualify for deduction as a business expense."
11122,1998-99,"As further rationalisation measure, I propose to make certain amendments with regard to block assessment procedure and treatment of MODVAT credit in the valuation of inventories and capital assets."
11123,1998-99,The limit of room rent in hotels for the purpose of attracting expenditure tax is proposed to be increased from Rs 1200 to Rs 2000 per day.
11124,1998-99,Taxpayers all over the world have a sense of pride in discharging their legitimate dues to the government and the society recognises the important contribution they are making in enabling the State to discharge its responsibilities.
11125,1998-99,"In this country, regrettably, the culture of pride by honest taxpayer and a social recognition of his important role has yet to evolve."
11126,1998-99,We must make a change in this mindset.
11127,1998-99,"Towards this objective, I propose to introduce a scheme called “SAMMAN” to demonstrate the society’s recognition of their important contribution to the national cause."
11128,1998-99,The details of the facilities and recognition to be conferred on the taxpayers and PAN holders would be separately announced.
11129,1998-99,"I hope the above measures alongwith SARAL, SAMMAN and SAMADHAN will go a long way in making our efforts to increase the tax payers compliance a success."
11130,1998-99,"But while we are doing what we can, I call upon the people of India to do their patriotic duty by the country and honestly pay their taxes."
11131,1998-99,"Before I move on to indirect tax, I would like to state that a large number of suggestions were received from all sections of tax payers and I have got them carefully examined."
11132,1998-99,It is not practicable to acknowledge all these communications individually.
11133,1998-99,I do so now collectively and am extremely thankful to the tax payers for their valuable suggestions.
11134,1998-99,"Hon’ble Members would see from the budget documents that the figure projected by way of revenue realisation from direct taxes is Rs 48,855 crore which is higher than the figure indicated in the interim budget."
11135,1998-99,"This is after taking into account the revenue loss of Rs 950 crore, worked out on a mechanical basis, arising out of certain proposals for reliefs and concessions placed before the House."
11136,1998-99,"We intend to make this loss up and collect the budgeted amount through improved collection of arrears, continuation of the tax base enlargement efforts, rigorous enforcement and tightening measures reflected in the budget proposals."
11137,1998-99,"Mr. Speaker, Sir, our mediumterm objective is to enhance the taxGDP ratio."
11138,1998-99,"As far as customs duties are concerned the process of restructuring has resulted in a progressive reduction in tariffs, with a view to align these with internationally acceptable levels, and the broadbanding of rates."
11139,1998-99,These measures have enhanced the competitveness of Indian industry.
11140,1998-99,"On the excise side, until a few years ago the regime was characterised by a multiplicity of rates and punctuated with numerous ad hoc exemptions."
11141,1998-99,"As a result, the tax structure was opaque."
11142,1998-99,It is the objective of the present proposals to introduce greater transparency in the system through a significant rationalisation of rates.
11143,1998-99,The ultimate objective of this process is to move towards a Central Value Added Tax VAT system which can then be merged with a generalised VAT.
11144,1998-99,It is our intention to move in this broad direction.
11145,1998-99,The domestic industry has responded favourably to the restructuring of customs duties and has shown commendable resilience.
11146,1998-99,They need to improve their competitive efficiency to meet the challenges of global competition.
11147,1998-99,But they also have legitimate concerns which cannot be ignored.
11148,1998-99,"In this background, the path of transition has to be carefully calibrated to ensure that the adjustment process for the Indian industry is orderly without leading to serious disruption."
11149,1998-99,I have received representations from a cross section of the industry about the regime of import duties.
11150,1998-99,Members have also written to me expressing their concern on the general health of the domestic industry.
11151,1998-99,The demands are diverse and asymmetrical in most cases.
11152,1998-99,This is for obvious reasons.
11153,1998-99,"While the users of imported raw materials and other inputs or the consumers of finished imported goods would benefit from further reduction in import duties, the domestic producers have made a convincing case for urgent relief to the domestic industry."
11154,1998-99,I have given my earnest consideration to these concerns and the competing claims.
